source,method,metric,kind,n,value,observed_std,ci_low,ci_high,n_draws,combo_id,cohort,cancer,cancer_prefix,norm,model,off_aug,batch,data_type,model_type,title
real,LOGIS,f1_score,observed,20.0,0.45466666666666666,0.1375499909123952,,,5.0,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,observed,25.0,0.5484761904761905,0.1680575972964932,,,5.0,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,observed,30.0,0.5549999999999999,0.19855429867874816,,,5.0,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,observed,34.0,0.5012698412698413,0.1565811067246594,,,5.0,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,observed,39.0,0.46373015873015877,0.08749239609907523,,,5.0,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,observed,44.0,0.47596248196248203,0.07232890708093652,,,5.0,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,observed,49.0,0.57004218004218,0.086940088816179,,,5.0,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,observed,54.0,0.5577276057276057,0.08108069355780781,,,5.0,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,observed,59.0,0.5293532023532024,0.02600444093878281,,,5.0,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,observed,63.0,0.5753313353313354,0.04889627911585485,,,5.0,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,observed,68.0,0.5595342990342991,0.033927872173776574,,,5.0,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,observed,73.0,0.6045117790706026,0.026883651164231134,,,5.0,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,20.0,0.47879518847173586,,0.4723206977924885,0.48526967915098324,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,20.535353535353536,0.48065151695564623,,0.47434581549555843,0.48695721841573403,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,21.07070707070707,0.4824600457429824,,0.47631249098929623,0.48860760049666857,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,21.606060606060606,0.4842231742575791,,0.47823030153835305,0.49021604697680515,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,22.141414141414142,0.48594312568363307,,0.480094416735656,0.49179183463161014,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,22.67676767676768,0.48762196381335343,,0.481910240793571,0.4933336868331359,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,23.21212121212121,0.4892616079283414,,0.48368340616626077,0.494839809690422,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,23.747474747474747,0.4908638459838244,,0.485412236135743,0.4963154558319057,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,24.282828282828284,0.4924303463228341,,0.48709815054828715,0.4977625420973811,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,24.81818181818182,0.49396266811271516,,0.48874654598787237,0.49917879023755796,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,25.353535353535353,0.495462270667673,,0.4903551686014418,0.5005693727339042,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,25.88888888888889,0.4969305217970543,,0.4919288508684837,0.501932192725625,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,26.424242424242422,0.4983687052989296,,0.49346887658663247,0.5032685340112267,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,26.95959595959596,0.49977802770209223,,0.49497311186356713,0.5045829435406173,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,27.494949494949495,0.501159624345064,,0.496449621380015,0.505869627310113,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
