total_size,draw,method,f1_score,accuracy,auc
20,0,LOGIS,0.6866666666666668,0.7,0.55
20,0,SVM,0.6866666666666668,0.7,0.6
20,0,KNN,0.6533333333333334,0.7,0.625
20,0,RF,0.68,0.7,0.65
20,0,XGB,0.6933333333333334,0.7,0.65
20,1,LOGIS,0.6333333333333334,0.65,0.8
20,1,SVM,0.4866666666666667,0.5,0.4
20,1,KNN,0.49333333333333335,0.55,0.55
20,1,RF,0.42666666666666664,0.45,0.525
20,1,XGB,0.5466666666666666,0.55,0.5
20,2,LOGIS,0.33999999999999997,0.35,0.2
20,2,SVM,0.30666666666666664,0.35,0.75
20,2,KNN,0.3133333333333333,0.4,0.45
20,2,RF,0.36666666666666664,0.4,0.35
20,2,XGB,0.3,0.3,0.25
20,3,LOGIS,0.6466666666666667,0.65,0.55
20,3,SVM,0.44666666666666666,0.45,0.45
20,3,KNN,0.4533333333333333,0.5,0.45
20,3,RF,0.52,0.55,0.65
20,3,XGB,0.5800000000000001,0.6,0.75
20,4,LOGIS,0.64,0.65,0.75
20,4,SVM,0.6866666666666668,0.7,0.85
20,4,KNN,0.6266666666666667,0.65,0.7
20,4,RF,0.7866666666666667,0.8,0.7
20,4,XGB,0.5866666666666667,0.6,0.5
109,0,LOGIS,0.8431639375117636,0.8437229437229437,0.9411570247933885
109,0,SVM,0.7869402854963494,0.7887445887445887,0.901487603305785
109,0,KNN,0.7500730086084776,0.7515151515151516,0.8342975206611569
109,0,RF,0.8328418774208248,0.8341991341991342,0.9071900826446282
109,0,XGB,0.8430500658761527,0.8437229437229437,0.8700826446280991
109,1,LOGIS,0.8334105025409373,0.8337662337662339,0.9044628099173554
109,1,SVM,0.823562934649891,0.8251082251082252,0.9120661157024793
109,1,KNN,0.7606012065737466,0.7614718614718614,0.8600826446280992
109,1,RF,0.8331873161163779,0.8341991341991342,0.9204958677685952
109,1,XGB,0.8058535667231318,0.8064935064935066,0.8818181818181818
109,2,LOGIS,0.8986937699981178,0.8991341991341992,0.9649586776859504
109,2,SVM,0.8704262886871582,0.8722943722943723,0.951900826446281
109,2,KNN,0.7876460254721124,0.7891774891774892,0.8595867768595042
109,2,RF,0.842766081871345,0.8445887445887447,0.9151239669421486
109,2,XGB,0.7700574063617542,0.770995670995671,0.8859504132231404
109,3,LOGIS,0.8993669945615025,0.8995670995670995,0.9566942148760329
109,3,SVM,0.8526777087646652,0.8536796536796537,0.9433057851239669
109,3,KNN,0.8223437794089967,0.8268398268398268,0.879504132231405
109,3,RF,0.844177835894083,0.845021645021645,0.914710743801653
109,3,XGB,0.8261189535102579,0.8264069264069264,0.9036363636363636
109,4,LOGIS,0.8437022397891962,0.8441558441558442,0.9171900826446281
109,4,SVM,0.8351819766808326,0.835930735930736,0.9244628099173553
109,4,KNN,0.6931877291979593,0.696969696969697,0.8370247933884297
109,4,RF,0.8801788067005457,0.8805194805194805,0.9317355371900827
109,4,XGB,0.8906070016939582,0.890909090909091,0.9545454545454545
199,0,LOGIS,0.9298624140087555,0.9298717948717948,0.9794473684210526
199,0,SVM,0.8894806904691371,0.8896153846153847,0.9656052631578946
199,0,KNN,0.8285818788257812,0.8291025641025641,0.9083684210526315
199,0,RF,0.8490497874621827,0.8493589743589745,0.9441973684210527
199,0,XGB,0.864382861468869,0.8644871794871796,0.9248026315789474
199,1,LOGIS,0.8989842535313771,0.8992307692307693,0.9633157894736841
199,1,SVM,0.8832533650207403,0.8842307692307692,0.9567894736842106
199,1,KNN,0.8281788454221808,0.8291025641025641,0.9075657894736843
199,1,RF,0.8578867277520889,0.8588461538461539,0.9400131578947368
199,1,XGB,0.8581383941136262,0.8589743589743589,0.9141052631578948
199,2,LOGIS,0.8841769034622124,0.8843589743589743,0.9551052631578948
199,2,SVM,0.8317418403491977,0.8339743589743589,0.9191842105263159
199,2,KNN,0.8082015453541261,0.8093589743589742,0.8946315789473684
199,2,RF,0.8490038416867686,0.8492307692307692,0.911328947368421
199,2,XGB,0.8438446011786909,0.8441025641025641,0.891671052631579
199,3,LOGIS,0.8991629242977126,0.8993589743589745,0.9637105263157896
199,3,SVM,0.8587275198058253,0.8591025641025641,0.9398947368421051
199,3,KNN,0.7729695417010699,0.7738461538461539,0.8790394736842104
199,3,RF,0.8386078033959935,0.839102564102564,0.9321710526315788
199,3,XGB,0.8140128206472955,0.8142307692307693,0.9032631578947369
199,4,LOGIS,0.87920349255633,0.8794871794871796,0.9587105263157895
199,4,SVM,0.8686582837972516,0.8693589743589744,0.9550263157894736
199,4,KNN,0.8031328320802004,0.8039743589743591,0.891407894736842
199,4,RF,0.8376342034084443,0.839102564102564,0.9358289473684209
199,4,XGB,0.8075330961166216,0.808974358974359,0.8844736842105263
288,0,LOGIS,0.9200220230415702,0.9200846944948579,0.9772209954136232
288,0,SVM,0.9165278441910303,0.9166969147005444,0.9675896042126719
288,0,KNN,0.91659278236503,0.916636418632789,0.9687914047902157
288,0,RF,0.8780664290886084,0.8785238959467634,0.9431629013079667
288,0,XGB,0.871321177375564,0.8716273442226254,0.9233480550365212
288,1,LOGIS,0.9235154904600289,0.9235934664246825,0.9728469509087819
288,1,SVM,0.8988826962725918,0.8992135511191772,0.9573127229488705
288,1,KNN,0.8843695314941961,0.8847549909255898,0.9333106845591983
288,1,RF,0.8885820447843367,0.8888687235329703,0.9466196704603362
288,1,XGB,0.8189159844531642,0.8194797338173018,0.9101579751995923
288,2,LOGIS,0.9058197092509674,0.9059891107078041,0.9663750636996772
288,2,SVM,0.8851819239622681,0.8855414398064125,0.9640903686087992
288,2,KNN,0.8713805981713012,0.8717483363581368,0.9417487684729065
288,2,RF,0.8713513661974857,0.8717483363581368,0.9350305758450824
288,2,XGB,0.8185715761090275,0.8192982456140351,0.8982758620689655
288,3,LOGIS,0.9269244992147879,0.9269812462189959,0.9793018515372856
288,3,SVM,0.9056609390800441,0.906110102843315,0.9697638865296415
288,3,KNN,0.8605794728371832,0.8607380520266183,0.9509087820621709
288,3,RF,0.8847364349537502,0.8852389594676346,0.9546585697299135
288,3,XGB,0.863941266460234,0.8644888082274653,0.9469933752335654
288,4,LOGIS,0.9059543904579899,0.9061101028433152,0.96487175131646
288,4,SVM,0.877372368951059,0.8782214156079855,0.9670290470528282
288,4,KNN,0.8571787708404536,0.8578342407743497,0.936423475454391
288,4,RF,0.8773388972572139,0.8779794313369631,0.9351240020383897
288,4,XGB,0.8256391128528492,0.8261343012704174,0.905911330049261
377,0,LOGIS,0.9441923205607416,0.9442456140350878,0.9869132290184922
377,0,SVM,0.8881467061600118,0.888561403508772,0.963906565845624
377,0,KNN,0.8510797394703108,0.8514736842105263,0.9400220857977091
377,0,RF,0.8511360028389688,0.8515438596491227,0.9383413191584937
377,0,XGB,0.8406734714560802,0.841017543859649,0.9264842404731602
377,1,LOGIS,0.936335697039374,0.9363508771929825,0.9827056973871379
377,1,SVM,0.9336249718354981,0.9336491228070175,0.9714644006887774
