source,method,metric,kind,n,value,observed_std,ci_low,ci_high,n_draws,combo_id,cohort,cancer,cancer_prefix,norm,model,off_aug,batch,data_type,model_type,title
real,LOGIS,f1_score,fitted,32.313131313131315,0.5794481538336345,,0.5794481538336345,0.5794481538336345,,fivesubtypes_rna_cvae:SKCM:TC:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-200,offaug_none,1,miRNA,CVAE,SKCM | TC | offaug_none | CVAE1-200
real,LOGIS,f1_score,fitted,32.848484848484844,0.5794481538630224,,0.5794481538630224,0.5794481538630224,,fivesubtypes_rna_cvae:SKCM:TC:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-200,offaug_none,1,miRNA,CVAE,SKCM | TC | offaug_none | CVAE1-200
real,LOGIS,f1_score,fitted,33.38383838383838,0.5794481538767726,,0.5794481538767726,0.5794481538767726,,fivesubtypes_rna_cvae:SKCM:TC:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-200,offaug_none,1,miRNA,CVAE,SKCM | TC | offaug_none | CVAE1-200
real,LOGIS,f1_score,fitted,33.91919191919192,0.5794481538832852,,0.5794481538832852,0.5794481538832852,,fivesubtypes_rna_cvae:SKCM:TC:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-200,offaug_none,1,miRNA,CVAE,SKCM | TC | offaug_none | CVAE1-200
real,LOGIS,f1_score,fitted,34.45454545454545,0.5794481538864065,,0.5794481538864065,0.5794481538864065,,fivesubtypes_rna_cvae:SKCM:TC:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-200,offaug_none,1,miRNA,CVAE,SKCM | TC | offaug_none | CVAE1-200
real,LOGIS,f1_score,fitted,34.98989898989899,0.5794481538879196,,0.5794481538879196,0.5794481538879196,,fivesubtypes_rna_cvae:SKCM:TC:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-200,offaug_none,1,miRNA,CVAE,SKCM | TC | offaug_none | CVAE1-200
real,LOGIS,f1_score,fitted,35.525252525252526,0.5794481538886613,,0.5794481538886613,0.5794481538886613,,fivesubtypes_rna_cvae:SKCM:TC:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-200,offaug_none,1,miRNA,CVAE,SKCM | TC | offaug_none | CVAE1-200
real,LOGIS,f1_score,fitted,36.06060606060606,0.5794481538890288,,0.5794481538890288,0.5794481538890288,,fivesubtypes_rna_cvae:SKCM:TC:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-200,offaug_none,1,miRNA,CVAE,SKCM | TC | offaug_none | CVAE1-200
real,LOGIS,f1_score,fitted,36.5959595959596,0.5794481538892129,,0.5794481538892129,0.5794481538892129,,fivesubtypes_rna_cvae:SKCM:TC:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-200,offaug_none,1,miRNA,CVAE,SKCM | TC | offaug_none | CVAE1-200
real,LOGIS,f1_score,fitted,37.131313131313135,0.5794481538893059,,0.5794481538893059,0.5794481538893059,,fivesubtypes_rna_cvae:SKCM:TC:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-200,offaug_none,1,miRNA,CVAE,SKCM | TC | offaug_none | CVAE1-200
real,LOGIS,f1_score,fitted,37.66666666666667,0.5794481538893534,,0.5794481538893534,0.5794481538893534,,fivesubtypes_rna_cvae:SKCM:TC:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-200,offaug_none,1,miRNA,CVAE,SKCM | TC | offaug_none | CVAE1-200
real,LOGIS,f1_score,fitted,38.2020202020202,0.579448153889378,,0.579448153889378,0.579448153889378,,fivesubtypes_rna_cvae:SKCM:TC:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-200,offaug_none,1,miRNA,CVAE,SKCM | TC | offaug_none | CVAE1-200
real,LOGIS,f1_score,fitted,38.73737373737374,0.5794481538893907,,0.5794481538893907,0.5794481538893907,,fivesubtypes_rna_cvae:SKCM:TC:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-200,offaug_none,1,miRNA,CVAE,SKCM | TC | offaug_none | CVAE1-200
real,LOGIS,f1_score,fitted,39.27272727272727,0.5794481538893974,,0.5794481538893974,0.5794481538893974,,fivesubtypes_rna_cvae:SKCM:TC:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-200,offaug_none,1,miRNA,CVAE,SKCM | TC | offaug_none | CVAE1-200
