source,method,metric,fit_ok,a,b,c,combo_id,cohort,cancer,cancer_prefix,norm,model,off_aug,batch,data_type,model_type,title
real,LOGIS,f1_score,True,-144.51006022926683,145.24194047114182,-0.00048454488631788546,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-100
real,RF,auc,True,0.4674223135397731,4.0894629840044844e+61,-48.03057296741894,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-100
real,XGB,f1_score,True,-75.60285840787542,76.29346726538203,-0.0006466329211096081,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-100
real,XGB,accuracy,True,-83.4825530003075,84.13327729775497,-0.0004932845702357531,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-100
real,XGB,auc,True,-45.69795635741694,46.26361170729894,-0.00039269300600677543,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-100
generated,LOGIS,f1_score,True,0.0047255961439576,6.736488348577932,-1.0719638203005646,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-100
generated,LOGIS,accuracy,True,0.004618878340425795,6.377818776994868,-1.0610186531226862,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-100
generated,LOGIS,auc,True,0.0004312540759062931,58.194810016663006,-1.819849472828504,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-100
generated,SVM,f1_score,True,0.0032301726968956787,4.756290167861896,-0.8017530226234035,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-100
generated,SVM,accuracy,True,0.0015104288755656255,4.093310339892575,-0.7687752857243874,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-100
generated,SVM,auc,True,5.026145216702965e-05,35.43703499590513,-1.4091951885466065,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-100
generated,KNN,f1_score,True,-0.013527655145851056,1.3508379053247153,-0.3661526754592827,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-100
generated,KNN,accuracy,True,-0.023266945784150884,1.237120462511792,-0.3413883704498528,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-100
generated,KNN,auc,True,0.004205576289217399,2.5490447461732657,-0.6093327370956533,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-100
generated,RF,f1_score,True,0.019433096810196938,2.2088971147385976,-0.5996552183019179,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-100
generated,RF,accuracy,True,0.016204704704632217,1.9583279705952432,-0.5705989660239948,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-100
generated,RF,auc,True,0.002787841146751848,4.711389147868371,-0.8800683652918254,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-100
generated,XGB,f1_score,True,0.0059168412282226334,1.325581702796842,-0.47833636205051294,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-100
generated,XGB,accuracy,True,0.0009060313407591785,1.1822363599519383,-0.44829475667809343,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-100
generated,XGB,auc,True,-0.0018281965200880096,2.3412276463350636,-0.744458130272858,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-100
