total_size,draw,method,f1_score,accuracy,auc
20,0,LOGIS,0.8400000000000001,0.85,0.9
20,0,SVM,0.8933333333333333,0.9,0.95
20,0,KNN,0.6533333333333333,0.7,0.8
20,0,RF,0.8466666666666667,0.85,0.9
20,0,XGB,0.68,0.7,0.7
20,1,LOGIS,0.7933333333333333,0.8,0.85
20,1,SVM,0.7933333333333333,0.8,0.7
20,1,KNN,0.74,0.75,0.85
20,1,RF,0.74,0.75,0.825
20,1,XGB,0.9466666666666667,0.95,0.95
20,2,LOGIS,0.8,0.8,0.85
20,2,SVM,0.8,0.8,0.5
20,2,KNN,0.6933333333333334,0.7,0.775
20,2,RF,0.7466666666666667,0.75,0.75
20,2,XGB,0.9466666666666667,0.95,0.95
20,3,LOGIS,0.64,0.65,0.75
20,3,SVM,0.7933333333333333,0.8,0.45
20,3,KNN,0.6599999999999999,0.7,0.75
20,3,RF,0.8400000000000001,0.85,0.85
20,3,XGB,0.6866666666666668,0.7,0.85
20,4,LOGIS,0.4866666666666667,0.5,0.5
20,4,SVM,0.44000000000000006,0.45,0.25
20,4,KNN,0.4866666666666667,0.5,0.55
20,4,RF,0.32666666666666666,0.35,0.5
20,4,XGB,0.4133333333333334,0.45,0.45
109,0,LOGIS,0.8616864295125165,0.8619047619047621,0.9433057851239669
109,0,SVM,0.8503967527514439,0.8523809523809524,0.9218181818181819
109,0,KNN,0.7582416274292705,0.7606060606060606,0.8327272727272728
109,0,RF,0.8436809084635172,0.8445887445887447,0.9008264462809917
109,0,XGB,0.770626764539808,0.770995670995671,0.8588429752066116
109,1,LOGIS,0.8513492822966509,0.8528138528138529,0.9157024793388431
109,1,SVM,0.8134145313812834,0.8164502164502163,0.8847933884297522
109,1,KNN,0.7010753866764097,0.7060606060606059,0.7848760330578513
109,1,RF,0.8331674641148326,0.8346320346320345,0.8652892561983471
109,1,XGB,0.7706644080557123,0.770995670995671,0.8545454545454545
109,2,LOGIS,0.8531827592697159,0.8536796536796537,0.9276033057851241
109,2,SVM,0.8797862838915471,0.880952380952381,0.9142148760330577
109,2,KNN,0.7062873208662683,0.7164502164502163,0.8185123966942148
109,2,RF,0.8789495973134418,0.88008658008658,0.945785123966942
109,2,XGB,0.86084400725133,0.8619047619047618,0.9285950413223139
109,3,LOGIS,0.8410746332233746,0.8428571428571429,0.901818181818182
109,3,SVM,0.8589544175481716,0.8614718614718615,0.9292561983471075
109,3,KNN,0.8150704329994948,0.8160173160173161,0.8643801652892563
109,3,RF,0.8235456115204398,0.8259740259740258,0.8993388429752066
109,3,XGB,0.8243751176359873,0.8255411255411256,0.8937190082644628
109,4,LOGIS,0.8783563982419818,0.88008658008658,0.9185123966942148
109,4,SVM,0.832121212121212,0.8337662337662337,0.9064462809917355
109,4,KNN,0.7107333970377449,0.7147186147186148,0.8181818181818181
109,4,RF,0.8869467146126185,0.8878787878787879,0.9353719008264463
109,4,XGB,0.8425578769057029,0.8428571428571429,0.9018181818181817
199,0,LOGIS,0.9243763240989858,0.9244871794871795,0.9677368421052632
199,0,SVM,0.863242224893716,0.864102564102564,0.9491578947368421
199,0,KNN,0.7934604263544169,0.7939743589743589,0.883078947368421
199,0,RF,0.8588153758157041,0.8592307692307692,0.9232368421052632
199,0,XGB,0.8434164736196262,0.8442307692307691,0.9086578947368421
199,1,LOGIS,0.8939633185974649,0.8943589743589744,0.9622894736842106
199,1,SVM,0.8787191005419503,0.8793589743589744,0.9507368421052632
199,1,KNN,0.8287158300147522,0.8291025641025641,0.9102499999999999
199,1,RF,0.8635645837860961,0.8644871794871796,0.9238815789473683
199,1,XGB,0.8288670519640456,0.8291025641025641,0.9022368421052631
199,2,LOGIS,0.8949279860062915,0.8949999999999999,0.958
199,2,SVM,0.8438665013707555,0.8443589743589743,0.935578947368421
199,2,KNN,0.7960536104194654,0.7992307692307693,0.8832631578947368
199,2,RF,0.8537078991997694,0.8544871794871796,0.9221184210526315
199,2,XGB,0.8434520141837215,0.8443589743589743,0.8985
199,3,LOGIS,0.9289471319817322,0.9292307692307693,0.9575789473684211
199,3,SVM,0.9039327223794489,0.9041025641025641,0.9733947368421052
199,3,KNN,0.8335096439717751,0.8339743589743589,0.9145657894736843
199,3,RF,0.8737056395207871,0.874102564102564,0.9490000000000001
199,3,XGB,0.898620527240553,0.8992307692307693,0.9456052631578947
199,4,LOGIS,0.878922305764411,0.8792307692307691,0.9569210526315789
199,4,SVM,0.9190346623058507,0.9192307692307692,0.9485263157894737
199,4,KNN,0.7906858054226475,0.7938461538461539,0.8731184210526317
199,4,RF,0.8532915622389308,0.853974358974359,0.9066315789473685
199,4,XGB,0.8187095761060593,0.8191025641025641,0.8844999999999998
288,0,LOGIS,0.8956637647581693,0.8957652752571083,0.9457788347205709
288,0,SVM,0.8954144009107796,0.8956442831215969,0.959588924749448
288,0,KNN,0.8501283450176341,0.8503327283726557,0.9312468150161373
288,0,RF,0.8499043973279171,0.8505747126436782,0.9295481569560049
288,0,XGB,0.8461399287381347,0.8471869328493649,0.9043273314081877
288,1,LOGIS,0.9444802125392115,0.9445251058681186,0.9903771020893494
288,1,SVM,0.8814668777241714,0.8817301875378101,0.9565143536606081
288,1,KNN,0.822364211438728,0.8227465214761039,0.9125148632580261
288,1,RF,0.8323118763060926,0.8330913490623109,0.9145490062850348
288,1,XGB,0.8394727780178108,0.8398064125831821,0.910370307457109
288,2,LOGIS,0.9340570881388809,0.9341197822141561,0.9711567861389501
288,2,SVM,0.923680379107721,0.9237749546279492,0.9738788856803126
