source,method,metric,kind,n,value,observed_std,ci_low,ci_high,n_draws,combo_id,cohort,cancer,cancer_prefix,norm,model,off_aug,batch,data_type,model_type,title
real,LOGIS,f1_score,observed,20.0,0.4066666666666666,0.17146428199482244,,,5.0,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,observed,73.0,0.6060347985347985,0.038912029597351905,,,5.0,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,20.0,0.40667058054244726,,-2.0787011123922455e+63,2.0787011123922455e+63,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,20.535353535353536,0.5275817490738607,,-6.077411176647537e+62,6.077411176647537e+62,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,21.07070707070707,0.5633885342647728,,-1.8339641769504514e+62,1.8339641769504514e+62,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,21.606060606060606,0.5743270960055339,,-5.703202351338544e+61,5.703202351338544e+61,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,22.141414141414142,0.5777688318229669,,-1.825004602634564e+61,1.825004602634564e+61,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,22.67676767676768,0.5788825953320419,,-6.001096587597344e+60,6.001096587597344e+60,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,23.21212121212121,0.579252787218103,,-2.0252116941736248e+60,2.0252116941736248e+60,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,23.747474747474747,0.5793790106576554,,-7.005988841756484e+59,7.005988841756484e+59,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,24.282828282828284,0.5794231097680335,,-2.481730459280777e+59,2.481730459280777e+59,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,24.81818181818182,0.5794388796096424,,-8.992632571291746e+58,8.992632571291746e+58,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,25.353535353535353,0.579444645867629,,-3.329438580005609e+58,3.329438580005609e+58,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,25.88888888888889,0.5794467997379742,,-1.2593621106404194e+58,1.2593621106404194e+58,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,26.424242424242422,0.5794476208812535,,-4.8406731127741125e+57,4.8406731127741125e+57,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,26.95959595959596,0.5794479401312598,,-1.8890431659606293e+57,1.8890431659606293e+57,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,27.494949494949495,0.5794480666095007,,-7.477462531927491e+56,7.477462531927491e+56,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,28.03030303030303,0.5794481176310861,,-3.1484052766010484e+56,3.1484052766010484e+56,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,28.565656565656568,0.5794481385743342,,-1.5742026383005242e+56,1.5742026383005242e+56,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,29.1010101010101,0.5794481473161537,,-7.871013191502621e+55,7.871013191502621e+55,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,29.636363636363637,0.5794481510243171,,-3.9355065957513105e+55,3.9355065957513105e+55,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,30.17171717171717,0.5794481526218923,,0.5794481526218923,0.5794481526218923,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,30.707070707070706,0.579448153320557,,0.579448153320557,0.579448153320557,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,31.242424242424242,0.5794481536305514,,0.5794481536305514,0.5794481536305514,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,31.77777777777778,0.5794481537700277,,0.5794481537700277,0.5794481537700277,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,32.313131313131315,0.5794481538336345,,0.5794481538336345,0.5794481538336345,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,32.848484848484844,0.5794481538630224,,0.5794481538630224,0.5794481538630224,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,33.38383838383838,0.5794481538767726,,0.5794481538767726,0.5794481538767726,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,33.91919191919192,0.5794481538832852,,0.5794481538832852,0.5794481538832852,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,34.45454545454545,0.5794481538864065,,0.5794481538864065,0.5794481538864065,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,34.98989898989899,0.5794481538879196,,0.5794481538879196,0.5794481538879196,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,35.525252525252526,0.5794481538886613,,0.5794481538886613,0.5794481538886613,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,36.06060606060606,0.5794481538890288,,0.5794481538890288,0.5794481538890288,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,36.5959595959596,0.5794481538892129,,0.5794481538892129,0.5794481538892129,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,37.131313131313135,0.5794481538893059,,0.5794481538893059,0.5794481538893059,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,37.66666666666667,0.5794481538893534,,0.5794481538893534,0.5794481538893534,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,38.2020202020202,0.579448153889378,,0.579448153889378,0.579448153889378,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,38.73737373737374,0.5794481538893907,,0.5794481538893907,0.5794481538893907,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,39.27272727272727,0.5794481538893974,,0.5794481538893974,0.5794481538893974,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,39.80808080808081,0.579448153889401,,0.579448153889401,0.579448153889401,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,40.34343434343434,0.579448153889403,,0.579448153889403,0.579448153889403,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,40.878787878787875,0.579448153889404,,0.579448153889404,0.579448153889404,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,41.41414141414141,0.5794481538894045,,0.5794481538894045,0.5794481538894045,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,41.94949494949495,0.5794481538894048,,0.5794481538894048,0.5794481538894048,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,42.484848484848484,0.579448153889405,,0.579448153889405,0.579448153889405,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,43.02020202020202,0.5794481538894051,,0.5794481538894051,0.5794481538894051,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,43.55555555555556,0.5794481538894051,,0.5794481538894051,0.5794481538894051,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,44.09090909090909,0.5794481538894052,,0.5794481538894052,0.5794481538894052,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,44.62626262626263,0.5794481538894052,,0.5794481538894052,0.5794481538894052,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,45.161616161616166,0.5794481538894052,,0.5794481538894052,0.5794481538894052,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,45.696969696969695,0.5794481538894052,,0.5794481538894052,0.5794481538894052,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,46.23232323232323,0.5794481538894052,,0.5794481538894052,0.5794481538894052,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,46.76767676767677,0.5794481538894052,,0.5794481538894052,0.5794481538894052,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,47.303030303030305,0.5794481538894052,,0.5794481538894052,0.5794481538894052,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,47.838383838383834,0.5794481538894052,,0.5794481538894052,0.5794481538894052,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,48.37373737373737,0.5794481538894052,,0.5794481538894052,0.5794481538894052,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,48.90909090909091,0.5794481538894052,,0.5794481538894052,0.5794481538894052,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,49.44444444444444,0.5794481538894052,,0.5794481538894052,0.5794481538894052,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,49.97979797979798,0.5794481538894052,,0.5794481538894052,0.5794481538894052,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,50.515151515151516,0.5794481538894052,,0.5794481538894052,0.5794481538894052,,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
