source,method,metric,fit_ok,a,b,c,combo_id,cohort,cancer,cancer_prefix,norm,model,off_aug,batch,data_type,model_type,title
real,LOGIS,f1_score,True,0.42055184611059476,3.193634364585056e+58,-45.553752042800035,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,RF,auc,True,0.39987951703031127,25986.97181921524,-3.9441965951757916,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,XGB,f1_score,True,-3.663707801481119,4.192399404177582,-0.0015262438857898207,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,XGB,accuracy,True,0.4947917977048964,-4.734586076491964e+50,-40.356829792265856,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
real,XGB,auc,True,0.4868000870186818,1.3175693405348952e+45,-35.87127578380473,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
generated,LOGIS,f1_score,True,-0.08223940864778104,1.6755250304522966,-0.4285919007339507,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
generated,LOGIS,accuracy,True,-0.08861797123948248,1.5608409971543202,-0.4084388181568009,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
generated,LOGIS,auc,True,-0.02108561201721283,3.4366197415491437,-0.7704212568122764,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
generated,SVM,f1_score,True,-0.5275911482144281,1.4161538064327055,-0.14437099555452382,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
generated,SVM,accuracy,True,-0.5833392446799881,1.4335345324893467,-0.13148705740887734,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
generated,SVM,auc,True,-0.024783298508043422,9.273686833057985,-0.8949038026300221,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
generated,KNN,f1_score,True,-1.4664426632671743,2.2491792446927334,-0.060613227276234444,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
generated,KNN,accuracy,True,-2.365713989456671,3.0948361839679586,-0.03808634078910277,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
generated,KNN,auc,True,-0.25679064269331087,1.2308470441440407,-0.23310900929681477,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
generated,RF,f1_score,True,-8.627628930113913,9.265738137520897,-0.008989356612896078,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
generated,RF,accuracy,True,-421.23947462247105,421.849975038546,-0.00018176157084766315,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
generated,RF,auc,True,-0.2471881852095331,1.0335403179601519,-0.19416492875703653,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
generated,XGB,f1_score,True,-1.4933074198463356,2.226006691652428,-0.04850777306497452,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
generated,XGB,accuracy,True,-3.8086789538171493,4.48992461175662,-0.02013029039134651,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
generated,XGB,auc,True,-0.133063428520243,1.3577653009842887,-0.3032179622511517,fivesubtypes_rna_cvae:SKCM:TC:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,TC,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | TC | offaug_AE_head_2 | CVAE1-100
